Client_No,Branch,Gender,D.O.B,Segment,Nationality,JoinDate,Last_transn
3979,AGENCE DU RWANDA,M,1/1/1993,RETAIL                        ,RW,8/1/2016,6/4/2018
3980,AGENCE DU RWANDA,M,2/7/1981,RETAIL                        ,RW,1/29/2019,7/15/2019
3981,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,7/8/2015,7/15/2019
3982,AGENCE DU RWANDA,M,10/6/1984,RETAIL                        ,RW,4/10/2018,7/15/2019
3983,AGENCE DU RWANDA,M,1/1/1956,RETAIL                        ,RW,3/15/2017,3/20/2019
3984,AGENCE DU RWANDA,M,1/1/1932,RETAIL                        ,RW,12/31/2018,7/8/2019
3985,AGENCE DU RWANDA,M,2/15/1990,RETAIL                        ,RW,9/27/2013,7/8/2019
3986,AGENCE DU RWANDA,F,12/18/1997,RETAIL                        ,RW,3/6/2017,2/15/2019
3987,AGENCE DU RWANDA,F,5/17/1985,RETAIL                        ,RW,3/18/2015,3/30/2017
3988,AGENCE DU RWANDA,F,6/30/1981,RETAIL                        ,RW,9/20/2016,6/25/2018
3989,AGENCE DU RWANDA,M,12/7/1964,RETAIL                        ,RW,3/28/2017,3/28/2017
3990,AGENCE DU RWANDA,M,1/1/1987,RETAIL                        ,RW,11/2/2017,7/5/2019
3991,AGENCE DU RWANDA,F,5/15/1975,RETAIL                        ,RW,11/18/2014,6/27/2019
3992,AGENCE DU RWANDA,F,8/11/1980,RETAIL                        ,RW,12/11/2017,3/25/2019
3993,AGENCE DU RWANDA,F,5/12/2004,RETAIL                        ,RW,5/17/2016,7/10/2019
3994,AGENCE DU RWANDA,F,4/17/1945,RETAIL                        ,RW,11/19/2015,3/3/2017
3995,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,1/31/2018,7/9/2019
3996,AGENCE DU RWANDA,M,1/1/1980,RETAIL                        ,RW,11/26/2018,7/9/2019
3997,AGENCE DU RWANDA,F,9/24/1970,RETAIL                        ,RW,8/19/2013,11/27/2014
3998,AGENCE DU RWANDA,F,7/3/1992,RETAIL                        ,RW,8/1/2016,11/22/2018
3999,AGENCE DU RWANDA,F,1/1/1992,RETAIL                        ,RW,6/27/2014,7/5/2019
4000,AGENCE DU RWANDA,M,2/28/1992,RETAIL                        ,RW,3/3/2015,12/26/2017
4001,AGENCE DU RWANDA,M,5/9/1982,RETAIL                        ,RW,10/17/2016,4/24/2019
4002,AGENCE DU RWANDA,F,4/12/1988,RETAIL                        ,RW,3/25/2013,6/30/2014
4003,AGENCE DU RWANDA,M,4/12/1998,RETAIL                        ,RW,1/3/2019,7/8/2019
4004,AGENCE DU RWANDA,M,1/1/2000,RETAIL                        ,RW,11/29/2018,1/28/2019
4005,AGENCE DU RWANDA,M,12/31/1992,RETAIL                        ,RW,3/6/2018,7/2/2019
4006,AGENCE DU RWANDA,M,12/3/1979,RETAIL                        ,US,3/9/2018,4/22/2019
4007,AGENCE DU RWANDA,F,3/6/1984,RETAIL                        ,RW,1/31/2019,7/12/2019
4008,AGENCE DU RWANDA,F,10/1/1989,RETAIL                        ,RW,12/21/2018,7/5/2019
4009,AGENCE DU RWANDA,M,1/1/1997,RETAIL                        ,RW,3/22/2018,5/29/2019
4010,AGENCE DU RWANDA,M,1/1/1994,RETAIL                        ,RW,7/25/2016,2/22/2019
4011,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,11/14/2016,7/15/2019
4012,AGENCE DU RWANDA,M,2/1/1987,RETAIL                        ,RW,10/31/2018,4/8/2019
4013,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,8/31/2012,6/19/2019
4014,AGENCE DU RWANDA,F,8/22/1987,RETAIL                        ,US,9/3/2018,6/4/2019
4015,AGENCE DU RWANDA,M,1/1/1993,RETAIL                        ,RW,1/24/2019,1/1/1900
4016,AGENCE DU RWANDA,M,1/19/1984,RETAIL                        ,RW,10/23/2012,7/1/2019
4017,AGENCE DU RWANDA,M,3/26/1983,RETAIL                        ,RW,1/6/2014,1/5/2016
4018,AGENCE DU RWANDA,M,7/25/1979,RETAIL                        ,RW,6/28/2016,11/30/2017
4019,AGENCE DU RWANDA,M,2/15/1990,RETAIL                        ,RW,2/12/2018,2/19/2018
4020,AGENCE DU RWANDA,M,1/1/1995,RETAIL                        ,RW,2/12/2018,7/2/2019
4021,AGENCE DU RWANDA,M,10/11/1976,RETAIL                        ,RW,9/17/2018,7/12/2019
4022,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,5/12/2016,1/24/2019
4023,AGENCE DU RWANDA,M,1/1/1987,RETAIL                        ,RW,6/20/2012,1/21/2016
4024,AGENCE DU RWANDA,F,5/12/1988,RETAIL                        ,RW,9/20/2012,11/20/2018
4025,AGENCE DU RWANDA,M,1/16/1999,RETAIL                        ,RW,12/14/2017,6/10/2019
4026,AGENCE DU RWANDA,M,2/3/1989,RETAIL                        ,RW,10/6/2017,4/22/2019
4027,AGENCE DU RWANDA,F,1/1/1987,RETAIL                        ,RW,3/27/2019,7/10/2019
4028,AGENCE DU RWANDA,M,8/3/1979,RETAIL                        ,RW,5/10/2019,7/3/2019
4029,AGENCE DU RWANDA,F,9/20/1986,RETAIL                        ,RW,12/31/2018,7/2/2019
4030,AGENCE DU RWANDA,M,1/1/1994,RETAIL                        ,RW,3/6/2018,7/15/2019
4031,AGENCE DU RWANDA,M,1/1/1980,RETAIL                        ,RW,1/16/2017,7/11/2019
4032,AGENCE DU RWANDA,M,1/1/1985,RETAIL                        ,RW,9/20/2012,7/1/2019
4033,AGENCE DU RWANDA,F,10/15/1993,RETAIL                        ,RW,9/29/2016,12/6/2016
4034,AGENCE DU RWANDA,M,1/1/1993,RETAIL                        ,RW,9/12/2018,12/31/2018
4035,AGENCE DU RWANDA,M,10/11/1992,RETAIL                        ,RW,8/5/2015,7/1/2019
4036,AGENCE DU RWANDA,M,1/1/1985,RETAIL                        ,RW,2/17/2016,2/19/2016
4037,AGENCE DU RWANDA,F,1/1/1989,RETAIL                        ,RW,8/24/2016,7/8/2019
4038,AGENCE DU RWANDA,F,1/1/1973,RETAIL                        ,RW,5/11/2017,7/8/2019
4039,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,7/13/2018,8/29/2018
4040,AGENCE DU RWANDA,M,2/15/1985,RETAIL                        ,RW,4/5/2016,11/30/2016
4041,AGENCE DU RWANDA,F,6/23/1986,RETAIL                        ,RW,6/9/2015,6/7/2019
4042,AGENCE DU RWANDA,M,1/1/1986,RETAIL                        ,RW,8/27/2015,6/27/2019
4043,AGENCE DU RWANDA,M,10/15/1965,RETAIL                        ,RW,2/15/2018,7/15/2019
4044,AGENCE DU RWANDA,F,1/1/1991,RETAIL                        ,RW,12/12/2017,1/1/1900
4045,AGENCE DU RWANDA,F,1/1/1990,RETAIL                        ,RW,9/20/2012,1/21/2016
4046,AGENCE DU RWANDA,F,1/1/1988,RETAIL                        ,RW,10/11/2012,10/10/2016
4047,AGENCE DU RWANDA,M,5/26/1964,RETAIL                        ,CA,8/10/2018,7/8/2019
4048,AGENCE DU RWANDA,M,1/1/1990,RETAIL                        ,RW,8/22/2016,9/11/2018
4049,AGENCE DU RWANDA,M,1/1/1991,RETAIL                        ,RW,7/8/2013,5/30/2019
4050,AGENCE DU RWANDA,M,3/15/1982,RETAIL                        ,RW,3/12/2013,9/27/2013
4051,AGENCE DU RWANDA,M,1/1/1959,RETAIL                        ,RW,5/22/2018,5/6/2019
4052,AGENCE DU RWANDA,F,5/25/1991,RETAIL                        ,RW,8/19/2013,2/26/2014
4053,AGENCE DU RWANDA,M,1/1/1978,RETAIL                        ,RW,7/26/2016,7/5/2019
4054,AGENCE DU RWANDA,F,12/3/1988,RETAIL                        ,RW,4/23/2014,12/29/2015
4055,AGENCE DU RWANDA,M,1/1/1980,RETAIL                        ,RW,8/1/2012,7/8/2019
4056,AGENCE DU RWANDA,M,9/23/1994,RETAIL                        ,RW,4/10/2019,7/15/2019
4057,AGENCE DU RWANDA,M,1/1/1990,RETAIL                        ,RW,11/21/2017,7/8/2019
4058,AGENCE DU RWANDA,M,1/1/1993,RETAIL                        ,RW,12/12/2017,1/17/2018
4059,AGENCE DU RWANDA,M,8/4/1982,RETAIL                        ,RW,2/28/2019,7/9/2019
4060,AGENCE DU RWANDA,M,1/1/1997,SMEs-Small& medium enterp-CORP,RW,7/14/2017,2/1/2019
4061,AGENCE DU RWANDA,F,1/1/1994,SMEs-Small& medium enterp-CORP,RW,6/17/2013,2/26/2014
4062,AGENCE DU RWANDA,F,1/1/1991,SMEs-Small& medium enterp-CORP,RW,5/24/2018,6/27/2019
4063,AGENCE DU RWANDA,M,7/25/1985,SMEs-Small& medium enterp-CORP,RW,7/11/2017,8/28/2018
4064,AGENCE DU RWANDA,M,12/11/1968,RETAIL                        ,RW,6/18/2013,1/2/2017
4065,AGENCE DU RWANDA,M,1/1/1988,RETAIL                        ,RW,2/11/2014,6/12/2014
4066,AGENCE DU RWANDA,M,1/1/1965,RETAIL                        ,RW,10/29/2018,7/15/2019
4067,AGENCE DU RWANDA,M,2/28/1980,RETAIL                        ,RW,3/22/2019,7/8/2019
4068,AGENCE DU RWANDA,F,5/8/1960,RETAIL                        ,RW,8/10/2017,7/1/2019
4069,AGENCE DU RWANDA,M,11/30/1996,RETAIL                        ,RW,9/26/2017,7/1/2019
4070,AGENCE DU RWANDA,F,8/16/1990,SMEs-Small& medium enterp-CORP,RW,8/22/2012,1/21/2016
4071,AGENCE DU RWANDA,M,1/1/1990,MICRO ENTERPRISES             ,RW,3/26/2013,9/27/2013
4072,AGENCE DU RWANDA,M,1/1/1981,RETAIL                        ,RW,7/26/2012,2/26/2014
4073,AGENCE DU RWANDA,M,1/1/1964,RETAIL                        ,RW,1/24/2019,7/10/2019
4074,AGENCE DU RWANDA,F,5/5/1991,RETAIL                        ,RW,1/29/2014,11/10/2017
4075,AGENCE DU RWANDA,M,5/16/1997,RETAIL                        ,RW,2/25/2019,5/17/2019
4076,AGENCE DU RWANDA,M,10/20/1997,RETAIL                        ,BI,3/4/2019,7/15/2019
4077,AGENCE DU RWANDA,F,1/1/1989,RETAIL                        ,RW,5/10/2013,1/21/2016
4078,AGENCE DU RWANDA,F,10/11/1958,RETAIL                        ,RW,11/29/2013,1/2/2017
4079,AGENCE DU RWANDA,F,4/24/1978,RETAIL                        ,CD,9/28/2018,6/27/2019
4080,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,3/19/2019,7/10/2019
4081,AGENCE DU RWANDA,M,4/1/1978,RETAIL                        ,RW,10/20/2015,2/22/2016
4082,AGENCE DU RWANDA,M,2/11/1976,RETAIL                        ,RW,7/18/2012,8/17/2016
4083,AGENCE DU RWANDA,M,1/1/1994,RETAIL                        ,RW,6/19/2018,7/27/2018
4084,AGENCE DU RWANDA,F,8/26/1980,RETAIL                        ,RW,2/25/2013,6/30/2014
4085,AGENCE DU RWANDA,M,1/1/1991,RETAIL                        ,RW,9/2/2013,2/10/2017
4086,AGENCE DU RWANDA,F,1/1/1974,RETAIL                        ,RW,11/1/2012,7/3/2019
4087,AGENCE DU RWANDA,M,5/27/1971,RETAIL                        ,SN,12/28/2018,4/30/2019
4088,AGENCE DU RWANDA,M,10/28/1985,RETAIL                        ,RW,12/10/2013,6/12/2014
4089,AGENCE DU RWANDA,M,1/14/1991,RETAIL                        ,RW,3/6/2018,7/15/2019
4090,AGENCE DU RWANDA,M,1/1/1974,RETAIL                        ,RW,7/18/2014,11/27/2015
4091,AGENCE DU RWANDA,M,1/1/1996,RETAIL                        ,RW,9/12/2018,12/24/2018
4092,AGENCE DU RWANDA,F,6/21/1995,RETAIL                        ,RW,2/15/2019,5/6/2019
4093,AGENCE DU RWANDA,F,9/10/1974,RETAIL                        ,RW,2/6/2018,2/7/2018
4094,AGENCE DU RWANDA,M,1/1/1974,RETAIL                        ,RW,9/11/2012,1/21/2016
4095,AGENCE DU RWANDA,F,1/1/1990,RETAIL                        ,RW,4/5/2019,7/15/2019
4096,AGENCE DU RWANDA,F,1/1/1984,RETAIL                        ,RW,8/16/2016,7/17/2018
4097,AGENCE DU RWANDA,M,10/8/1968,RETAIL                        ,KR,5/8/2014,7/2/2019
4098,AGENCE DU RWANDA,M,1/8/1987,RETAIL                        ,RW,2/28/2019,7/11/2019
4099,AGENCE DU RWANDA,M,1/1/1993,RETAIL                        ,RW,2/27/2019,7/15/2019
4100,AGENCE DU RWANDA,M,1/1/1986,RETAIL                        ,RW,4/15/2015,11/30/2015
4101,AGENCE DU RWANDA,M,1/1/1989,RETAIL                        ,RW,7/5/2017,7/2/2019
4102,AGENCE DU RWANDA,M,1/1/1996,RETAIL                        ,RW,8/22/2018,12/24/2018
4103,AGENCE DU RWANDA,M,10/16/1979,RETAIL                        ,PT,2/8/2016,11/30/2017
4104,AGENCE DU RWANDA,M,1/1/1994,RETAIL                        ,RW,8/20/2015,10/9/2015
4105,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,1/11/2019,7/15/2019
4106,AGENCE DU RWANDA,F,1/2/2012,RETAIL                        ,RW,4/4/2013,5/22/2019
4107,AGENCE DU RWANDA,F,7/16/1975,RETAIL                        ,UA,8/23/2017,7/15/2019
4108,AGENCE DU RWANDA,M,5/6/1995,RETAIL                        ,RW,6/17/2013,2/26/2014
4109,AGENCE DU RWANDA,F,6/7/2010,RETAIL                        ,RW,3/28/2019,7/8/2019
4110,AGENCE DU RWANDA,M,1/1/1988,RETAIL                        ,RW,3/6/2018,4/30/2018
4111,AGENCE DU RWANDA,F,6/26/1990,RETAIL                        ,RW,3/22/2017,7/15/2019
4112,AGENCE DU RWANDA,M,1/1/1994,RETAIL                        ,RW,1/23/2019,7/15/2019
4113,AGENCE DU RWANDA,M,6/26/1991,RETAIL                        ,RW,4/16/2015,7/15/2019
4114,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,11/14/2012,7/15/2019
4115,AGENCE DU RWANDA,M,1/1/1973,RETAIL                        ,RW,9/6/2018,1/1/1900
4116,AGENCE DU RWANDA,M,5/31/1980,RETAIL                        ,RW,8/31/2012,1/23/2017
4117,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,2/28/2019,7/15/2019
4118,AGENCE DU RWANDA,F,10/7/1999,RETAIL                        ,RW,12/7/2016,6/14/2019
4119,AGENCE DU RWANDA,F,1/1/1982,RETAIL                        ,RW,9/11/2012,7/15/2019
4120,AGENCE DU RWANDA,M,4/13/1985,RETAIL                        ,ZA,1/9/2017,7/25/2017
4121,AGENCE DU RWANDA,M,1/1/1980,RETAIL                        ,RW,9/24/2012,7/10/2019
4122,AGENCE DU RWANDA,M,4/22/1986,RETAIL                        ,RW,10/22/2013,10/10/2016
4123,AGENCE DU RWANDA,M,9/26/1988,RETAIL                        ,RW,8/11/2014,10/10/2016
4124,AGENCE DU RWANDA,M,7/15/1973,RETAIL                        ,RW,3/13/2019,1/1/1900
4125,AGENCE DU RWANDA,F,3/20/1981,RETAIL                        ,RW,3/23/2018,1/1/1900
4126,AGENCE DU RWANDA,F,8/15/1988,RETAIL                        ,RW,12/14/2012,12/31/2015
4127,AGENCE DU RWANDA,M,10/8/1956,RETAIL                        ,TZ,1/18/2018,4/6/2018
4128,AGENCE DU RWANDA,M,1/1/1995,RETAIL                        ,RW,10/12/2018,12/21/2018
4129,AGENCE DU RWANDA,F,10/2/1994,RETAIL                        ,RW,5/24/2018,7/15/2019
4130,AGENCE DU RWANDA,M,12/9/1974,RETAIL                        ,RW,12/7/2017,2/7/2018
4131,AGENCE DU RWANDA,M,1/1/1999,RETAIL                        ,RW,1/21/2019,3/12/2019
4132,AGENCE DU RWANDA,F,7/30/1986,RETAIL                        ,RW,3/16/2017,7/15/2019
4133,AGENCE DU RWANDA,M,12/22/1981,RETAIL                        ,RW,11/8/2017,10/16/2018
4134,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,12/8/2014,12/24/2014
4135,AGENCE DU RWANDA,M,1/1/1987,RETAIL                        ,RW,8/3/2012,7/8/2019
4136,AGENCE DU RWANDA,M,7/1/1964,RETAIL                        ,RW,8/1/2016,2/3/2017
4137,AGENCE DU RWANDA,F,2/1/1997,RETAIL                        ,RW,1/25/2018,7/8/2019
4138,AGENCE DU RWANDA,F,1/1/1990,RETAIL                        ,RW,6/12/2014,7/27/2017
4139,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,3/5/2019,5/21/2019
4140,AGENCE DU RWANDA,M,1/1/1991,RETAIL                        ,RW,10/27/2016,7/3/2019
4141,AGENCE DU RWANDA,M,1/1/1986,RETAIL                        ,RW,10/17/2012,10/31/2016
4142,AGENCE DU RWANDA,M,9/27/1988,RETAIL                        ,RW,3/13/2019,1/1/1900
4143,AGENCE DU RWANDA,F,7/31/1974,RETAIL                        ,RW,10/29/2013,6/7/2018
4144,AGENCE DU RWANDA,M,10/2/1974,RETAIL                        ,RW,8/6/2015,11/30/2017
4145,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,4/1/2019,1/1/1900
4146,AGENCE DU RWANDA,F,4/9/1994,RETAIL                        ,RW,6/20/2018,3/18/2019
4147,AGENCE DU RWANDA,F,1/1/1990,RETAIL                        ,RW,3/20/2019,1/1/1900
4148,AGENCE DU RWANDA,M,1/1/1997,RETAIL                        ,RW,1/16/2019,2/20/2019
4149,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,7/17/2017,10/16/2017
4150,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,10/6/2017,5/3/2019
4151,AGENCE DU RWANDA,M,1/1/1989,RETAIL                        ,RW,2/27/2019,7/10/2019
4152,AGENCE DU RWANDA,M,1/17/1994,RETAIL                        ,RW,4/15/2015,11/25/2015
4153,AGENCE DU RWANDA,M,11/29/2013,RETAIL                        ,RW,12/6/2018,5/10/2019
4154,AGENCE DU RWANDA,M,5/14/1980,RETAIL                        ,RW,12/31/2013,5/26/2017
4155,AGENCE DU RWANDA,M,1/1/1989,RETAIL                        ,RW,3/27/2019,7/11/2019
4156,AGENCE DU RWANDA,M,7/17/1994,RETAIL                        ,RW,7/13/2018,9/10/2018
4157,AGENCE DU RWANDA,M,4/15/1985,RETAIL                        ,RW,11/2/2017,7/8/2019
4158,AGENCE DU RWANDA,F,3/14/1988,RETAIL                        ,RW,10/24/2013,11/9/2015
4159,AGENCE DU RWANDA,M,1/1/1952,RETAIL                        ,RW,7/25/2016,11/23/2018
4160,AGENCE DU RWANDA,F,3/12/1976,RETAIL                        ,GB,10/18/2013,7/15/2019
4161,AGENCE DU RWANDA,F,2/15/1988,RETAIL                        ,RW,10/4/2012,4/2/2018
4162,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,4/6/2018,5/10/2019
4163,AGENCE DU RWANDA,M,12/11/1994,RETAIL                        ,RW,3/18/2013,12/31/2018
4164,AGENCE DU RWANDA,M,10/29/1983,RETAIL                        ,RW,8/29/2013,10/10/2016
4165,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,11/3/2015,1/19/2017
4166,AGENCE DU RWANDA,F,6/16/1986,RETAIL                        ,RW,5/7/2014,10/10/2016
4167,AGENCE DU RWANDA,F,10/8/1993,RETAIL                        ,RW,11/20/2018,6/26/2019
4168,AGENCE DU RWANDA,M,1/1/1971,RETAIL                        ,RW,4/8/2013,7/15/2019
4169,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,10/22/2012,9/27/2013
4170,AGENCE DU RWANDA,M,8/30/1977,RETAIL                        ,RW,5/2/2018,5/2/2018
4171,AGENCE DU RWANDA,F,12/5/1984,RETAIL                        ,RW,1/8/2019,1/8/2019
4172,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,3/22/2019,6/21/2019
4173,AGENCE DU RWANDA,M,1/31/1990,RETAIL                        ,RW,1/31/2014,12/16/2014
4174,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,5/22/2019,1/1/1900
4175,AGENCE DU RWANDA,M,1/6/1988,RETAIL                        ,RW,8/14/2014,6/6/2019
4176,AGENCE DU RWANDA,F,4/11/1988,RETAIL                        ,RW,5/23/2013,1/7/2019
4177,AGENCE DU RWANDA,M,1/1/1994,RETAIL                        ,RW,12/5/2018,2/11/2019
4178,AGENCE DU RWANDA,M,9/9/1983,RETAIL                        ,RW,11/27/2013,11/27/2015
4179,AGENCE DU RWANDA,M,4/10/1982,RETAIL                        ,RW,7/22/2014,1/2/2017
4180,AGENCE DU RWANDA,M,3/14/1992,RETAIL                        ,RW,11/11/2014,12/11/2017
4181,AGENCE DU RWANDA,M,1/18/1974,RETAIL                        ,CR,2/5/2018,7/3/2019
4182,AGENCE DU RWANDA,F,4/22/1977,RETAIL                        ,ET,12/20/2016,6/19/2019
4183,AGENCE DU RWANDA,M,6/4/1989,RETAIL                        ,RW,12/18/2012,9/10/2013
4184,AGENCE DU RWANDA,M,5/7/1984,RETAIL                        ,RW,10/18/2013,1/5/2016
4185,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,8/4/2015,3/1/2019
4186,AGENCE DU RWANDA,M,12/26/1977,RETAIL                        ,RW,2/28/2013,6/30/2014
4187,AGENCE DU RWANDA,M,10/24/1992,RETAIL                        ,RW,10/22/2018,6/12/2019
4188,AGENCE DU RWANDA,M,11/7/1962,RETAIL                        ,NG,8/6/2012,7/1/2019
4189,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,1/20/2016,2/24/2016
4190,AGENCE DU RWANDA,M,5/10/1960,RETAIL                        ,RW,9/2/2016,12/31/2018
4191,AGENCE DU RWANDA,M,10/2/1995,RETAIL                        ,RW,8/22/2014,12/29/2015
4192,AGENCE DU RWANDA,M,5/5/1998,RETAIL                        ,RW,1/11/2019,2/14/2019
4193,AGENCE DU RWANDA,M,1/2/2000,RETAIL                        ,RW,11/12/2018,2/18/2019
4194,AGENCE DU RWANDA,M,1/1/1979,RETAIL                        ,RW,11/2/2017,7/8/2019
4195,AGENCE DU RWANDA,F,1/1/1994,RETAIL                        ,RW,6/1/2018,1/1/1900
4196,AGENCE DU RWANDA,M,3/15/1994,RETAIL                        ,RW,12/4/2012,9/27/2013
4197,AGENCE DU RWANDA,M,4/27/2000,RETAIL                        ,RW,6/21/2018,7/15/2019
4198,AGENCE DU RWANDA,F,12/12/1990,RETAIL                        ,RW,7/17/2017,11/8/2018
4199,AGENCE DU RWANDA,M,1/1/1990,RETAIL                        ,RW,2/28/2019,7/11/2019
4200,AGENCE DU RWANDA,F,9/1/1994,RETAIL                        ,RW,12/27/2013,10/10/2016
4201,AGENCE DU RWANDA,M,1/1/1992,RETAIL                        ,RW,8/1/2016,12/5/2018
4202,AGENCE DU RWANDA,F,3/23/1960,RETAIL                        ,RW,10/4/2013,7/8/2019
4203,AGENCE DU RWANDA,M,11/27/1981,RETAIL                        ,RW,6/26/2013,1/5/2016
4204,AGENCE DU RWANDA,F,1/1/1991,RETAIL                        ,RW,1/31/2019,7/10/2019
4205,AGENCE DU RWANDA,M,4/18/2005,RETAIL                        ,RW,1/22/2018,1/22/2018
4206,AGENCE DU RWANDA,M,1/1/1995,RETAIL                        ,RW,3/26/2018,6/28/2019
4207,AGENCE DU RWANDA,M,1/1/1987,RETAIL                        ,RW,10/27/2014,7/15/2019
4208,AGENCE DU RWANDA,M,3/5/1978,RETAIL                        ,RW,7/23/2015,7/15/2019
4209,AGENCE DU RWANDA,M,1/1/1990,RETAIL                        ,RW,8/8/2016,12/17/2018
4210,AGENCE DU RWANDA,M,1/1/1990,RETAIL                        ,RW,8/1/2016,11/23/2018
4211,AGENCE DU RWANDA,M,3/20/1990,RETAIL                        ,RW,8/1/2016,9/11/2017
4212,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,8/1/2014,1/5/2016
4213,AGENCE DU RWANDA,M,1/1/1975,RETAIL                        ,RW,9/22/2015,1/3/2018
4214,AGENCE DU RWANDA,F,12/25/1985,RETAIL                        ,RW,1/6/2014,3/24/2015
4215,AGENCE DU RWANDA,M,12/28/1981,RETAIL                        ,UG,1/16/2014,6/26/2019
4216,AGENCE DU RWANDA,M,1/1/1996,RETAIL                        ,RW,11/30/2018,5/24/2019
4217,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,6/6/2016,6/26/2017
4218,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,3/3/2014,7/15/2019
4219,AGENCE DU RWANDA,M,1/1/1982,RETAIL                        ,RW,8/1/2016,7/15/2019
4220,AGENCE DU RWANDA,M,1/1/1992,RETAIL                        ,RW,8/16/2016,11/24/2016
4221,AGENCE DU RWANDA,M,1/1/1982,RETAIL                        ,RW,6/21/2012,7/17/2014
4222,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,7/25/2014,11/27/2015
4223,AGENCE DU RWANDA,M,8/27/1985,RETAIL                        ,RW,12/15/2015,7/15/2019
4224,AGENCE DU RWANDA,M,1/17/1992,RETAIL                        ,RW,1/8/2013,2/2/2016
4225,AGENCE DU RWANDA,F,1/1/1994,RETAIL                        ,RW,10/17/2018,7/9/2019
4226,AGENCE DU RWANDA,C,1/1/1900,RETAIL                        ,RW,9/26/2014,6/7/2019
4227,AGENCE DU RWANDA,F,12/13/1971,RETAIL                        ,RW,8/13/2012,12/4/2018
4228,AGENCE DU RWANDA,M,2/12/1979,RETAIL                        ,RW,11/21/2012,11/27/2015
4229,AGENCE DU RWANDA,M,12/5/1975,RETAIL                        ,RW,11/2/2017,8/31/2018
4230,AGENCE DU RWANDA,F,1/1/1984,RETAIL                        ,RW,4/14/2017,1/1/1900
4231,AGENCE DU RWANDA,M,4/8/1992,RETAIL                        ,RW,12/17/2012,7/15/2019
4232,AGENCE DU RWANDA,F,10/24/1977,RETAIL                        ,RW,2/7/2017,10/9/2017
4233,AGENCE DU RWANDA,F,6/15/1983,RETAIL                        ,CM,8/26/2016,5/13/2019
4234,AGENCE DU RWANDA,M,6/6/1981,RETAIL                        ,RW,3/19/2014,6/30/2014
4235,AGENCE DU RWANDA,M,7/5/1975,RETAIL                        ,RW,8/2/2016,8/31/2016
4236,AGENCE DU RWANDA,C,1/1/1900,SMEs-Small& medium enterp-CORP,RW,5/2/2018,7/15/2019
4237,AGENCE DU RWANDA,M,2/27/1982,RETAIL                        ,RW,7/12/2012,1/21/2016
4238,AGENCE DU RWANDA,M,1/1/1989,RETAIL                        ,RW,10/27/2014,6/16/2016
4239,AGENCE DU RWANDA,M,11/24/1991,RETAIL                        ,RW,8/28/2018,7/15/2019
4240,AGENCE DU RWANDA,C,1/1/1900,SMEs-Small& medium enterp-CORP,RW,9/17/2013,10/26/2018
4241,AGENCE DU RWANDA,M,8/21/1964,RETAIL                        ,US,6/21/2016,6/24/2016
4242,AGENCE DU RWANDA,M,1/1/1991,SMEs-Small& medium enterp-CORP,RW,4/4/2019,7/10/2019
4243,AGENCE DU RWANDA,M,12/25/1988,SMEs-Small& medium enterp-CORP,RW,6/20/2012,1/21/2016
4244,AGENCE DU RWANDA,C,1/1/1900,SMEs-Small& medium enterp-CORP,RW,2/13/2014,3/20/2019
4245,AGENCE DU RWANDA,M,1/1/1976,SMEs-Small& medium enterp-CORP,RW,9/17/2014,12/29/2015
4246,AGENCE DU RWANDA,M,6/3/1988,SMEs-Small& medium enterp-CORP,RW,10/24/2017,7/2/2019
4247,AGENCE DU RWANDA,M,1/1/1985,RETAIL                        ,RW,3/6/2018,7/15/2019
4248,AGENCE DU RWANDA,M,3/9/1995,SMEs-Small& medium enterp-CORP,RW,11/4/2013,11/27/2015
4249,AGENCE DU RWANDA,M,1/1/1987,CORPORATE                     ,RW,7/16/2013,10/10/2016
